#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   18.292578066  -53.907426738   16.061370317
   -2.951193099   -3.141592654    9.748057000  -35.153091530   18.465785424
   -2.760793544   -3.141592654    5.049908776  -14.468991083   20.042871491
   -2.570393989   -3.141592654    4.010001409    2.470631133   20.923223876
   -2.379994435   -3.141592654    5.532637190   12.156797186   21.497386865
   -2.189594880   -3.141592654    8.161345517   14.352690578   22.306456976
   -1.999195325   -3.141592654   10.701911508   11.896171754   23.814166208
   -1.808795770   -3.141592654   12.670790419    9.064800513   26.152390508
   -1.618396215   -3.141592654   14.375382222    9.610470031   28.979156705
   -1.427996661   -3.141592654   16.659642688   15.201706552   31.563085090
   -1.237597106   -3.141592654   20.439599121   24.953443217   33.064335855
   -1.047197551   -3.141592654   26.258001507   35.998539421   32.867458983
   -0.856797996   -3.141592654   34.013254493   44.673932085   30.785001426
   -0.666398442   -3.141592654   42.933281975   47.771768156   27.029765894
   -0.475998887   -3.141592654   51.751979263   43.418251863   22.050897667
   -0.285599332   -3.141592654   59.001032553   31.415276101   16.338405725
   -0.095199777   -3.141592654   63.339365355   13.271676592   10.282378896
    0.095199777   -3.141592654   63.880665180   -7.800884018    4.161241694
    0.285599332   -3.141592654   60.500402491  -27.067217684   -1.787322410
    0.475998887   -3.141592654   54.048935933  -39.166698596   -7.239941905
    0.666398442   -3.141592654   46.329662641  -39.860797873  -11.744008257
    0.856797996   -3.141592654   39.691254913  -27.989496636  -14.796286639
    1.047197551   -3.141592654   36.300593755   -6.621504523  -16.043084944
    1.237597106   -3.141592654   37.364456254   17.537516595  -15.481448561
    1.427996661   -3.141592654   42.653155981   36.505832601  -13.481810520
    1.618396215   -3.141592654   50.541401986   44.096846913  -10.621509916
    1.808795770   -3.141592654   58.569291233   37.947580109   -7.430193930
    1.999195325   -3.141592654   64.227634087   19.820380396   -4.205724752
    2.189594880   -3.141592654   65.656706769   -5.516652042   -0.987658678
    2.379994435   -3.141592654   62.061483980  -31.895232724    2.326984164
    2.570393989   -3.141592654   53.827874329  -53.326377629    5.820869126
    2.760793544   -3.141592654   42.369475479  -65.175783977    9.436776536
    2.951193099   -3.141592654   29.774635025  -65.144216996   12.956155779

   -3.141592654   -2.792526803   25.468360729  -49.363295310   24.180413085
   -2.951193099   -2.792526803   17.608732677  -32.534908940   26.431582220
   -2.760793544   -2.792526803   13.234789946  -13.614533715   27.434367843
   -2.570393989   -2.792526803   12.240920564    2.249890285   27.471726648
   -2.379994435   -2.792526803   13.701485399   11.915374062   27.107128285
   -2.189594880   -2.792526803   16.370201281   15.174203058   26.999252651
   -1.999195325   -2.792526803   19.226897484   14.450729805   27.640293444
   -1.808795770   -2.792526803   21.845786182   13.245425352   29.115116788
   -1.618396215   -2.792526803   24.429832323   14.447484360   31.007393354
   -1.427996661   -2.792526803   27.575927596   19.143377526   32.524239618
   -1.237597106   -2.792526803   31.891501019   26.410475459   32.799842243
   -1.047197551   -2.792526803   37.657539030   33.888269220   31.234521212
   -0.856797996   -2.792526803   44.640659446   38.703219773   27.703373723
   -0.666398442   -2.792526803   52.088115656   38.413518018   22.534760107
   -0.475998887   -2.792526803   58.877312214   31.661230332   16.336495108
   -0.285599332   -2.792526803   63.752372674   18.443131528    9.771364488
   -0.095199777   -2.792526803   65.596146464    0.226345639    3.376409692
    0.095199777   -2.792526803   63.725497730  -19.937046166   -2.487230661
    0.285599332   -2.792526803   58.188401506  -37.445004270   -7.584626568
    0.475998887   -2.792526803   49.988953848  -47.025892169  -11.694279836
    0.666398442   -2.792526803   41.065228851  -44.559018624  -14.557925843
    0.856797996   -2.792526803   33.861999218  -29.191635790  -15.921066243
    1.047197551   -2.792526803   30.562384041   -4.528523721  -15.673177495
    1.237597106   -2.792526803   32.279984328   22.155891630  -13.971634914
    1.427996661   -2.792526803   38.602375287   42.569948859  -11.221642818
    1.618396215   -2.792526803   47.701807523   50.632199305   -7.901301848
    1.808795770   -2.792526803   56.972044362   44.425022804   -4.359417605
    1.999195325   -2.792526803   63.853283214   26.218038025   -0.702172436
    2.189594880   -2.792526803   66.513953309    1.068516251    3.161150512
    2.379994435   -2.792526803   64.208954706  -24.916541130    7.357282777
    2.570393989   -2.792526803   57.336050447  -46.068566957   11.877601507
    2.760793544   -2.792526803   47.250851037  -58.125450953   16.484264423
    2.951193099   -2.792526803   35.923979595  -59.014234693   20.747314921

   -3.141592654   -2.443460953   33.820597404  -44.566847076   22.268433924
