#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   20.336178192  -54.815077376   12.109166111
   -2.951193099   -3.141592654   11.395630370  -38.098926267   14.731503570
   -2.760793544   -3.141592654    6.084327741  -17.624392532   16.893957120
   -2.570393989   -3.141592654    4.544315471    0.583044137   18.527971091
   -2.379994435   -3.141592654    5.870520783   11.979561259   19.798202130
   -2.189594880   -3.141592654    8.584562142   15.277586148   21.051468475
   -1.999195325   -3.141592654   11.314460016   12.770218346   22.622979036
   -1.808795770   -3.141592654   13.360587847    8.896396390   24.599191634
   -1.618396215   -3.141592654   14.892981618    7.968094067   26.676069069
   -1.427996661   -3.141592654   16.729120239   12.213503031   28.229734271
   -1.237597106   -3.141592654   19.837554788   20.974340924   28.584545980
   -1.047197551   -3.141592654   24.821746462   31.272834565   27.326258215
   -0.856797996   -3.141592654   31.611934719   39.295289484   24.481650095
   -0.666398442   -3.141592654   39.457834708   41.950744522   20.456478337
   -0.475998887   -3.141592654   47.174263187   37.849190954   15.816872857
   -0.285599332   -3.141592654   53.485075808   27.406153048   11.042085465
   -0.095199777   -3.141592654   57.334990561   12.431795080    6.365256554
    0.095199777   -3.141592654   58.119643879   -4.244091666    1.798984183
    0.285599332   -3.141592654   55.853690510  -18.982621289   -2.711931468
    0.475998887   -3.141592654   51.279657299  -27.835841858   -7.068394832
    0.666398442   -3.141592654   45.836222356  -27.743700515  -10.905762646
    0.856797996   -3.141592654   41.346367088  -17.996653330  -13.662726331
    1.047197551   -3.141592654   39.453899210   -1.168316503  -14.830716641
    1.237597106   -3.141592654   41.021287307   17.344293481  -14.245684057
    1.427996661   -3.141592654   45.771731916   31.318873493  -12.194432247
    1.618396215   -3.141592654   52.363367909   36.174346728   -9.286413889
    1.808795770   -3.141592654   58.865188790   30.384329783   -6.175372784
    1.999195325   -3.141592654   63.347855557   15.417416057   -3.298642495
    2.189594880   -3.141592654   64.363638035   -5.374192257   -0.771529760
    2.379994435   -3.141592654   61.197283689  -27.781068684    1.549257394
    2.570393989   -3.141592654   53.960326121  -47.406591596    3.906195848
    2.760793544   -3.141592654   43.583923073  -60.131027749    6.475405319
    2.951193099   -3.141592654   31.700967038  -62.892687448    9.267108854

   -3.141592654   -2.792526803   25.906449126  -49.489437335   18.983632973
   -2.951193099   -2.792526803   17.868206478  -34.035609665   21.831670705
   -2.760793544   -2.792526803   13.188992312  -15.049467879   23.662832569
   -2.570393989   -2.792526803   12.016246733    1.952321699   24.519126660
   -2.379994435   -2.792526803   13.543296557   12.864076119   24.760987866
   -2.189594880   -2.792526803   16.448468598   16.532347100   24.921115806
   -1.999195325   -2.792526803   19.501349819   14.954712798   25.445485517
   -1.808795770   -2.792526803   22.050605724   11.917434824   26.445545364
   -1.618396215   -2.792526803   24.177551867   11.006572772   27.596197598
   -1.427996661   -2.792526803   26.495051303   14.014677242   28.253563169
   -1.237597106   -2.792526803   29.731822053   20.368527411   27.743885211
   -1.047197551   -2.792526803   34.316820288   27.660113430   25.670938679
   -0.856797996   -2.792526803   40.139057657   32.833672731   22.081005183
   -0.666398442   -2.792526803   46.540187989   33.401741616   17.396606741
   -0.475998887   -2.792526803   52.507857613   28.203250750   12.200467693
   -0.285599332   -2.792526803   56.945864118   17.502614394    6.994478242
   -0.095199777   -2.792526803   58.928472925    2.787134578    2.045005982
    0.095199777   -2.792526803   57.922664908  -13.368313847   -2.591589017
    0.285599332   -2.792526803   53.988225883  -27.313701694   -6.919244399
    0.475998887   -2.792526803   47.941372063  -34.856800640  -10.803774581
    0.666398442   -2.792526803   41.346747998  -32.667509620  -13.895102983
    0.856797996   -2.792526803   36.180294170  -20.064434491  -15.715113399
    1.047197551   -2.792526803   34.192755355   -0.093337833  -15.900227251
    1.237597106   -2.792526803   36.234049510   21.123042011  -14.442461466
    1.427996661   -2.792526803   41.881996391   36.774608305  -11.737791520
    1.618396215   -2.792526803   49.577211618   42.134926314   -8.404788360
    1.808795770   -2.792526803   57.192065123   36.026763291   -5.004318088
    1.999195325   -2.792526803   62.695831781   20.510882282   -1.813524085
    2.189594880   -2.792526803   64.649138261   -0.549143707    1.215602183
    2.379994435   -2.792526803   62.413844575  -22.751908930    4.324532655
    2.570393989   -2.792526803   56.181651066  -41.858942228    7.742158770
    2.760793544   -2.792526803   46.909852566  -54.127255423   11.505462146
    2.951193099   -2.792526803   36.180621234  -56.892335745   15.392982379

   -3.141592654   -2.443460953   32.682239403  -43.759627897   18.651767464
   -2.951193099   -2.443460953   25.568464061  -30.145882706   21.030644581
   -2.760793544   -2.443460953   21.435121797  -13.187411692   22.357160093
   -2.570393989   -2.443460953   20.453298685    2.212578025   22.744927195
   -2.379994435   -2.443460953   21.944332330   12.387777509   22.575310924
   -2.189594880   -2.443460953   24.762592886   16.225788733   22.323311848
   -1.999195325   -2.443460953   27.817770949   15.315360662   22.325111817
   -1.808795770   -2.443460953   30.489860119   12.756017954   22.594335016
   -1.618396215   -2.443460953   32.760176416   11.501526500   22.790624707
