   3.9469429191   -0.4423144609    1.6460903922
   5.2814005730    1.4429308743   -0.1725629557
   4.6148788873    2.1952783314   -0.1725629557
   3.9469429191   -0.4423144609   -1.9912163037
   2.2402465129   -0.3759356225    1.9356071556
   1.7152465129    0.5333910515   -1.9830461924
   2.2402465129   -0.3759356225   -2.2643928444
   2.1867587879   -1.7005829683    1.8379225361
   3.2367587879   -1.7005829683    1.5565758840
   2.7117587879   -2.6099096423    1.5565758840
   3.2367587879   -1.7005829683   -2.0807308119
   2.7117587879   -2.6099096423   -2.0807308119
   2.1867587879   -1.7005829683   -2.3620774639
   0.9735753644   -2.1937180778    1.8747623509
   0.4485753644   -3.1030447518    1.5934156989
   1.4985753644   -3.1030447518    1.5934156989
   0.7147540073   -3.9938601569    0.8247623509
   1.7290712686   -3.8480233515    0.8247623509
   0.2289051016   -4.1572521874   -0.2252376491
   1.2267023930   -4.2784067134   -0.2252376491
   2.1665113326   -3.9219841962   -0.2252376491
   0.7147540073   -3.9938601569   -1.2752376491
   1.7290712686   -3.8480233515   -1.2752376491
  -0.0764246356   -2.1937180778   -2.0438909970
   0.4485753644   -3.1030447518   -2.0438909970
   1.4985753644   -3.1030447518   -2.0438909970
   0.9735753644   -2.1937180778   -2.3252376491
   0.1902902584   -1.1071453324    2.0058458044
   1.2402902584   -1.1071453324    1.7244991523
  -0.3347097416   -0.1978186584    1.7244991523
  -0.3347097416   -2.0164720063    1.7244991523
  -0.3347097416   -0.1978186584   -1.9128075436
  -0.3347097416   -2.0164720063   -1.9128075436
   0.1902902584   -1.1071453324   -2.1941541956
   0.9236905089    0.0337059603    2.0475632504
  -0.1263094911    0.0337059603    1.7662165983
   1.4486905089   -0.8756207136    1.7662165983
   1.4486905089    0.9430326343   -1.8710900976
  -0.1263094911    0.0337059603   -1.8710900976
   0.9236905089    0.0337059603   -2.1524367496
   0.3420569510    1.3358062897    2.1827711190
   1.3920569510    1.3358062897    1.9014244669
  -0.1829430490    2.2451329637    1.9014244669
  -0.1829430490    0.4264796157    1.9014244669
   1.3920569510    1.3358062897   -1.7358822290
  -0.1829430490    2.2451329637   -1.7358822290
   0.3420569510    1.3358062897   -2.0172288810
   0.9460458805    2.3740043493    2.0854891076
   1.9260458805    2.3740043493    1.8228988990
   1.4360458805    3.2227092450    1.8228988990
   0.4560458805    3.2227092450    1.8228988990
   2.3192792482    3.3717167918    1.1054891076
   1.4705743525    3.9883369923    1.1054891076
   0.4215174086    3.9883369923    1.1054891076
   2.6434556719    3.3540043493    0.1254891076
   1.9260458805    4.0714141407    0.1254891076
   0.9460458805    4.3340043493    0.1254891076
   2.3192792482    3.3717167918   -0.8545108924
   1.4705743525    3.9883369923   -0.8545108924
   0.4215174086    3.9883369923   -0.8545108924
   1.9260458805    2.3740043493   -1.5719206838
   1.4360458805    3.2227092450   -1.5719206838
   0.4560458805    3.2227092450   -1.5719206838
   0.9460458805    2.3740043493   -1.8345108924
  -1.0492744684    1.2703908597    2.2621417232
