#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   16.730272677  -52.554675168
   -2.951193099    7.984652946  -38.306672843
   -2.760793544    2.446012540  -19.710281719
   -2.570393989    0.357210854   -3.081964858
   -2.379994435    0.804139595    6.280544312
   -2.189594880    2.161933445    6.562062282
   -1.999195325    2.887780819    0.424661768
   -1.808795770    2.287436609   -6.268101264
   -1.618396215    0.855402348   -7.461243642
   -1.427996661    0.000000000   -0.066487427
   -1.237597106    1.285931823   14.432436384
   -1.047197551    5.620477007   30.880760801
   -0.856797996   12.788767230   43.202932292
   -0.666398442   21.544230840   47.030812046
   -0.475998887   30.089881938   41.009683876
   -0.285599332   36.635790585   26.442779106
   -0.095199777   39.812806153    6.238713832
    0.095199777   38.915772353  -15.588458779
    0.285599332   34.102375588  -33.977313027
    0.475998887   26.557825663  -43.376474015
    0.666398442   18.443689356  -39.534519458
    0.856797996   12.406349720  -21.925838426
    1.047197551   10.703865097    4.803170681
    1.237597106   14.286912168   32.074295000
    1.427996661   22.384482592   50.986869249
    1.618396215   32.826694133   56.259618038
    1.808795770   42.925763787   47.745351015
    1.999195325   50.370289498   29.194479825
    2.189594880   53.729648217    5.681839247
    2.379994435   52.509713422  -18.235983118
    2.570393989   46.993754360  -38.866330624
    2.760793544   38.122074943  -52.997605401
    2.951193099   27.400347818  -57.948705121
