#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.238829278  -54.757857720
   -2.951193099    5.672338071  -34.819716697
   -2.760793544    1.063016523  -14.125811237
   -2.570393989    0.000000000    1.649952217
   -2.379994435    1.156872025    8.882448805
   -2.189594880    2.810846892    7.153125994
   -1.999195325    3.517336460   -0.238089941
   -1.808795770    2.736224099   -7.384291706
   -1.618396215    1.093948383   -8.519789581
   -1.427996661    0.060760194   -0.953292566
   -1.237597106    1.182079653   13.412193168
   -1.047197551    5.279958984   29.268721564
   -0.856797996   12.069441128   40.818185514
   -0.666398442   20.331534147   44.342205705
   -0.475998887   28.418333248   39.022319443
   -0.285599332   34.735382393   26.076224172
   -0.095199777   38.022371818    7.626778204
    0.095199777   37.496573779  -13.387281973
    0.285599332   33.049435422  -32.692218259
    0.475998887   25.524776678  -44.707965056
    0.666398442   16.857146893  -43.988238661
    0.856797996    9.789422495  -27.884511132
    1.047197551    7.094768420    1.015163331
    1.237597106   10.507174787   34.642996082
    1.427996661   19.902660076   62.068898991
    1.618396215   33.155890045   73.959351741
    1.808795770   46.817287922   66.191144953
    1.999195325   57.267616444   41.148898376
    2.189594880   61.867542558    6.278314733
    2.379994435   59.652542119  -28.865134226
    2.570393989   51.418276371  -55.730376394
    2.760793544   39.305274707  -69.091591365
    2.951193099   26.051567411  -67.874305431
