#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.711787347  -54.285836122
   -2.951193099    6.175362925  -34.885729391
   -2.760793544    1.538423804  -14.281518545
   -2.570393989    0.455170214    1.614449860
   -2.379994435    1.611736702    8.896806878
   -2.189594880    3.257721531    7.029582415
   -1.999195325    3.915694854   -0.637037580
   -1.808795770    3.029805908   -8.080960468
   -1.618396215    1.230182114   -9.459359417
   -1.427996661    0.000000000   -2.050635873
   -1.237597106    0.904320689   12.266618990
   -1.047197551    4.791293924   28.243283042
   -0.856797996   11.412217842   40.111951149
   -0.666398442   19.582457575   44.102759441
   -0.475998887   27.668421155   39.243051934
   -0.285599332   34.056262230   26.561694347
   -0.095199777   37.435279382    8.067327194
    0.095199777   36.965119801  -13.261906999
    0.285599332   32.502894444  -32.961503875
    0.475998887   24.899567395  -45.219813881
    0.666398442   16.131282053  -44.484110190
    0.856797996    8.983860802  -28.209965083
    1.047197551    6.237864948    0.773112005
    1.237597106    9.589851957   34.207635181
    1.427996661   18.863989729   61.218500304
    1.618396215   31.920587824   72.806948344
    1.808795770   45.371610146   65.251249937
    1.999195325   55.717391733   41.101446078
    2.189594880   60.429371612    7.537690206
    2.379994435   58.568834884  -26.470645154
    2.570393989   50.843817159  -52.914330005
    2.760793544   39.237213120  -66.708848145
    2.951193099   26.349133383  -66.454621004
