#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -109.807416092  -52.700002323   17.476850186
   -2.951193099   -3.141592654 -118.095241045  -33.795282737   19.779669351
   -2.760793544   -3.141592654 -122.569843147  -13.575454604   21.156408065
   -2.570393989   -3.141592654 -123.506527621    2.630057525   21.788289011
   -2.379994435   -3.141592654 -122.015085465   11.704358196   22.124480352
   -2.189594880   -3.141592654 -119.503017429   13.634410766   22.762163687
   -1.999195325   -3.141592654 -117.092239481   11.299899737   24.212365897
   -1.808795770   -3.141592654 -115.198330593    8.907917098   26.641940146
   -1.618396215   -3.141592654 -113.461824906   10.117571269   29.729898801
   -1.427996661   -3.141592654 -111.003699456   16.520235872   32.743151386
   -1.237597106   -3.141592654 -106.888977337   27.133955251   34.808759895
   -1.047197551   -3.141592654 -100.577884340   38.948487534   35.231180427
   -0.856797996   -3.141592654  -92.205467661   48.140437466   33.700024105
   -0.666398442   -3.141592654  -82.606394020   51.350502912   30.279941978
   -0.475998887   -3.141592654  -73.135105895   46.589961589   25.291622324
   -0.285599332   -3.141592654  -65.365718270   33.597887115   19.170660027
   -0.095199777   -3.141592654  -60.748462423   13.926151194   12.369323141
    0.095199777   -3.141592654  -60.255245270   -9.003275315    5.346592930
    0.285599332   -3.141592654  -64.039071951  -30.068333544   -1.413780067
    0.475998887   -3.141592654  -71.194754767  -43.453894919   -7.366361371
    0.666398442   -3.141592654  -79.783866676  -44.557852831  -11.949993568
    0.856797996   -3.141592654  -87.275589018  -32.113284492  -14.707273330
    1.047197551   -3.141592654  -91.328664302   -9.364852896  -15.461526373
    1.237597106   -3.141592654  -90.620488039   16.549612989  -14.434026636
    1.427996661   -3.141592654  -85.362065696   37.083840704  -12.168353775
    1.618396215   -3.141592654  -77.267399727   45.526366485   -9.294796654
    1.808795770   -3.141592654  -68.963371460   39.241300670   -6.269672862
    1.999195325   -3.141592654  -63.139464397   20.156376148   -3.246820522
    2.189594880   -3.141592654  -61.763402943   -6.397282801   -0.135090565
    2.379994435   -3.141592654  -65.612508047  -33.565212203    3.223989522
    2.570393989   -3.141592654  -74.171336772  -54.926434656    6.880548384
    2.760793544   -3.141592654  -85.861358437  -65.921150197   10.691356117
    2.951193099   -3.141592654  -98.487961192  -64.753332523   14.348098599

   -3.141592654   -2.792526803 -102.176988262  -48.685301911   25.915438981
   -2.951193099   -2.792526803 -109.891530074  -31.799852169   27.875774755
   -2.760793544   -2.792526803 -114.160085000  -13.319000317   28.584461002
   -2.570393989   -2.792526803 -115.154480414    1.932527452   28.384313439
   -2.379994435   -2.792526803 -113.798667316   11.176663290   27.878261391
   -2.189594880   -2.792526803 -111.278701758   14.412835699   27.745930378
   -1.999195325   -2.792526803 -108.533326390   14.098361566   28.488472425
   -1.808795770   -2.792526803 -105.913075727   13.650894750   30.189476268
   -1.618396215   -2.792526803 -103.159830815   15.829083555   32.418413454
   -1.427996661   -2.792526803  -99.649117005   21.573835306   34.345196194
   -1.237597106   -2.792526803  -94.777381223   29.768447942   35.040438980
   -1.047197551   -2.792526803  -88.308229790   37.823444135   33.810193021
   -0.856797996   -2.792526803  -80.562210187   42.667177525   30.422368928
   -0.666398442   -2.792526803  -72.407550684   41.760547953   25.110246164
   -0.475998887   -2.792526803  -65.087626457   33.788529228   18.438970130
   -0.285599332   -2.792526803  -59.958703245   18.916396009   11.115937762
   -0.095199777   -2.792526803  -58.196271658   -1.115480565    3.823667222
    0.095199777   -2.792526803  -60.482221811  -22.913218882   -2.857553118
    0.285599332   -2.792526803  -66.700940945  -41.528071746   -8.469061406
    0.475998887   -2.792526803  -75.722044809  -51.447627353  -12.645183029
    0.666398442   -2.792526803  -85.452773790  -48.496346897  -15.125415918
    0.856797996   -2.792526803  -93.304067008  -31.991468477  -15.796423836
    1.047197551   -2.792526803  -96.996897272   -5.845275968  -14.776243230
    1.237597106   -2.792526803  -95.387211767   22.291985820  -12.442608930
    1.427996661   -2.792526803  -88.927986639   43.769019285   -9.328938257
    1.618396215   -2.792526803  -79.550031804   52.225590175   -5.911542528
    1.808795770   -2.792526803  -69.999789222   45.640696285   -2.432073520
    1.999195325   -2.792526803  -62.971722192   26.470223162    1.144535692
    2.189594880   -2.792526803  -60.369302116    0.224908757    5.004351711
    2.379994435   -2.792526803  -62.910768302  -26.458647742    9.281962149
    2.570393989   -2.792526803  -70.085941337  -47.583350533   13.901456204
    2.760793544   -2.792526803  -80.401709360  -58.965136153   18.536474483
    2.951193099   -2.792526803  -91.800698731  -58.955364866   22.702005820

   -3.141592654   -2.443460953  -93.402718688  -44.509697895   23.104120995
   -2.951193099   -2.443460953 -100.535847363  -29.868504680   24.614788428
   -2.760793544   -2.443460953 -104.627953922  -13.296126448   25.110325814
   -2.570393989   -2.443460953 -105.736688636    0.880401657   24.918040778
   -2.379994435   -2.443460953 -104.597737312   10.134455031   24.523511516
   -2.189594880   -2.443460953 -102.196003490   14.341823309   24.402764927
   -1.999195325   -2.443460953  -99.332137055   15.424066800   24.831889553
   -1.808795770   -2.443460953  -96.349614149   16.002739715   25.730065582
   -1.618396215   -2.443460953  -93.136653258   18.074167651   26.632930809
   -1.427996661   -2.443460953  -89.329951890   22.188460677   26.827062390
   -1.237597106   -2.443460953  -84.609313430   27.391377324   25.622243058
   -1.047197551   -2.443460953  -78.941270142   31.757543859   22.625008048
   -0.856797996   -2.443460953  -72.695027254   33.093868665   17.899517765
   -0.666398442   -2.443460953  -66.625333113   29.655041851   11.917368575
   -0.475998887   -2.443460953  -61.738529117   20.612139226    5.384227219
   -0.285599332   -2.443460953  -59.097096721    6.221170011   -0.973070381
   -0.095199777   -2.443460953  -59.599024689  -12.012146441   -6.574238661
    0.095199777   -2.443460953  -63.715485726  -31.134049604  -11.050145934
    0.285599332   -2.443460953  -71.210797034  -46.677153940  -14.229402084
    0.475998887   -2.443460953  -80.918334490  -53.534087025  -16.073779339
    0.666398442   -2.443460953  -90.776555657  -47.809468246  -16.628804514
    0.856797996   -2.443460953  -98.273006534  -29.039671087  -15.988776622
    1.047197551   -2.443460953 -101.243289220   -1.315017517  -14.317516245
    1.237597106   -2.443460953  -98.682530108   27.636302193  -11.863904940
    1.427996661   -2.443460953  -91.180362715   49.304985395   -8.927908886
    1.618396215   -2.443460953  -80.755944728   57.673711637   -5.755867833
    1.808795770   -2.443460953  -70.168765595   51.137102696   -2.458237224
    1.999195325   -2.443460953  -62.058052935   32.413526361    1.003088200
    2.189594880   -2.443460953  -58.250415274    6.970300633    4.729966807
    2.379994435   -2.443460953  -59.425610871  -18.894392886    8.755895211
    2.570393989   -2.443460953  -65.113552060  -39.643250879   12.948859691
    2.760793544   -2.443460953  -73.942707889  -51.449595477   16.999410336
    2.951193099   -2.443460953  -84.022164968  -52.765035409   20.504789461

   -3.141592654   -2.094395102  -87.284742392  -41.382824720   13.570953406
   -2.951193099   -2.094395102  -93.956205403  -28.132150256   14.621179792
   -2.760793544   -2.094395102  -97.829922682  -12.670634549   15.171077292
   -2.570393989   -2.094395102  -98.886035649    0.906378056   15.376062709
   -2.379994435   -2.094395102  -97.754014469   10.120546546   15.404618797
   -2.189594880   -2.094395102  -95.327174539   14.651730791   15.355361868
   -1.999195325   -2.094395102  -92.375043414   15.986285851   15.195506257
   -1.808795770   -2.094395102  -89.305934610   16.212248652   14.732745315
   -1.618396215   -2.094395102  -86.165907260   16.916340405   13.663849389
   -1.427996661   -2.094395102  -82.795416849   18.618386349   11.682996927
   -1.237597106   -2.094395102  -79.038400610   20.803590180    8.628991881
   -1.047197551   -2.094395102  -74.905637931   22.334865253    4.585499884
   -0.856797996   -2.094395102  -70.650251832   21.832436019   -0.102265296
   -0.666398442   -2.094395102  -66.782420527   18.060851790   -4.932663744
   -0.475998887   -2.094395102  -64.011460468   10.223926718   -9.387509220
   -0.285599332   -2.094395102  -63.139368100   -1.827578770  -13.058381969
   -0.095199777   -2.094395102  -64.905963400  -17.215616683  -15.724547159
    0.095199777   -2.094395102  -69.746811358  -33.593516343  -17.363266523
    0.285599332   -2.094395102  -77.489378670  -46.909244711  -18.103217783
    0.475998887   -2.094395102  -87.081052884  -52.186211792  -18.142690854
    0.666398442   -2.094395102  -96.576040267  -45.407872362  -17.660548511
    0.856797996   -2.094395102 -103.542267317  -25.896690267  -16.737171207
    1.047197551   -2.094395102 -105.857465134    2.419328919  -15.361892987
    1.237597106   -2.094395102 -102.537564133   31.860983545  -13.493335989
    1.427996661   -2.094395102  -94.191598113   53.923396301  -11.144296838
    1.618396215   -2.094395102  -82.856539259   62.606546133   -8.395452817
    1.808795770   -2.094395102  -71.301432426   56.367447748   -5.375223312
    1.999195325   -2.094395102  -62.162171700   37.985348522   -2.211779030
    2.189594880   -2.094395102  -57.257942595   12.899400801    0.989173763
    2.379994435   -2.094395102  -57.277839587  -12.733572433    4.130215199
    2.570393989   -2.094395102  -61.794036238  -33.572211929    7.096721290
    2.760793544   -2.094395102  -69.511693061  -45.936220786    9.748071674
    2.951193099   -2.094395102  -78.632146211  -48.284550221   11.940604069

   -3.141592654   -1.745329252  -84.793434966  -39.399546191    4.145759306
   -2.951193099   -1.745329252  -91.145716911  -26.767896887    4.727258999
   -2.760793544   -1.745329252  -94.816386574  -11.899839703    5.226198951
   -2.570393989   -1.745329252  -95.779531377    1.115763458    5.591767350
   -2.379994435   -1.745329252  -94.663088579    9.729237311    5.688679490
   -2.189594880   -1.745329252  -92.381090825   13.475170690    5.312103079
   -1.999195325   -1.745329252  -89.755007850   13.668702876    4.242927008
   -1.808795770   -1.745329252  -87.270365039   12.327792609    2.318510220
   -1.618396215   -1.745329252  -85.045223899   11.167562447   -0.491505115
   -1.427996661   -1.745329252  -82.945213092   11.074221240   -4.046401639
   -1.237597106   -1.745329252  -80.754917775   12.028041360   -8.033357501
